OBSTACLE_IDENTIFIER;HORISONTAL_ACCURACY;HORISONTAL_ACCURACY_UOM;LATITUDE;LONGITUDE;LATITUDE_DD;LONGITUDE_DD;HORISONTAL_RESOLUTION;HORISONTAL_RESOLUTION_UOM;HORISONTAL_EXTENT;ELEVATION;ELEVATION_UOM;HEIGHT;HEIGHT_UOM;VERTICAL_ACCURACY;VERTICAL_ACCURACY_UOM;VERTICAL_EXTENT_ACC;VERTICAL_EXTENT_ACC_UOM;VERTICAL_RESOLUTION;VERTICAL_RESOLUTION_UOM;OBSTACLE_TYPE;GEOMETRY_TYPE;INTEGRITY;DATESTAMP;LIGHTING;LIGHTING_CHARACTER;MARKING;STATUS;REMARKS;AD_AIRPORT_PK 
ESSV2037;;OTHER;573904.6N;0181857.6E;57.65127;18.316;;;;193;FT;50;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV2030;;OTHER;573901.7N;0181912.6E;57.65049;18.32018;;;;168;FT;29;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV184;;OTHER;573859.4N;0182057.8E;57.64983;18.34938;;;;186;FT;21;FT;;OTHER;;OTHER;;;ANTENNA;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV888;;OTHER;573856.6N;0182110.2E;57.64906;18.35285;;;;195;FT;26;FT;;OTHER;;OTHER;;;BUILDING;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1381;;OTHER;573852.5N;0182102.4E;57.64791;18.35066;;;;191;FT;18;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1358;;OTHER;573856.4N;0182111.4E;57.64899;18.35315;;;;196;FT;26;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1374;;OTHER;573853.3N;0182108.5E;57.64814;18.35236;;;;196;FT;25;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1378;;OTHER;573850.4N;0182113.1E;57.64733;18.35364;;;;215;FT;45;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1432;;OTHER;573852.8N;0182059.2E;57.648;18.34979;;;;183;FT;11;FT;;OTHER;;OTHER;;;VEGETATION;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV190;;OTHER;573855.8N;0182116.7E;57.64883;18.35463;;;;198;FT;29;FT;;OTHER;;OTHER;;;BUILDING;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1362;;OTHER;573855.0N;0182123.5E;57.6486;18.35653;;;;210;FT;45;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1644;;OTHER;573853.7N;0182220.9E;57.64824;18.37247;;;;238;FT;71;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1646;;OTHER;573850.8N;0182216.7E;57.64745;18.37131;;;;255;FT;87;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1812;;OTHER;573854.1N;0182211.8E;57.64836;18.36994;;;;258;FT;91;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV901;;OTHER;573852.8N;0182044.1E;57.648;18.34557;;;;182;FT;20;FT;;OTHER;;OTHER;;;BUILDING;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1492;;OTHER;574024.0N;0182123.6E;57.67333;18.35655;;;;152;FT;19;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV936;;OTHER;573837.3N;0181937.0E;57.6437;18.32694;;;;195;FT;41;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV43;;OTHER;573833.2N;0181932.6E;57.64256;18.32571;;;;210;FT;54;FT;;OTHER;;OTHER;;;POLE;POINT;ROUTINE;;;;;COMPLETED;;179
VISBY-22803;10;M;573633.2N;0182035.1E;57.60921;18.34308;0.3;Seconds;;434;FT;200;FT;5;M;5;M;1;M;ANTENNA;POINT;ROUTINE;20250121;Y;FR;;COMPLETED;;179
ESSV1149;;OTHER;573916.5N;0182056.3E;57.65459;18.34898;;;;196;FT;50;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1164;;OTHER;573912.0N;0182056.5E;57.65335;18.34902;;;;201;FT;51;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1202;;OTHER;573845.0N;0182116.5E;57.64583;18.35458;;;;233;FT;64;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1200;;OTHER;573844.8N;0182118.7E;57.64578;18.35519;;;;237;FT;68;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1659;;OTHER;573936.8N;0182008.3E;57.66021;18.33565;;;;197;FT;56;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV530;;OTHER;573939.2N;0182020.9E;57.6609;18.33914;;;;211;FT;71;FT;;OTHER;;OTHER;;;POLE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1921;;OTHER;573938.9N;0181956.3E;57.6608;18.33231;;;;195;FT;53;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV628;;OTHER;573758.9N;0182007.5E;57.63303;18.33541;;;;246;FT;69;FT;;OTHER;;OTHER;;;STACK;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1821;;OTHER;573902.4N;0182127.3E;57.65067;18.35758;;;;218;FT;53;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1804;;OTHER;573907.6N;0182225.8E;57.6521;18.37383;;;;243;FT;77;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1209;;OTHER;573833.6N;0182121.2E;57.64266;18.35589;;;;245;FT;69;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV2056;;OTHER;573922.6N;0181914.6E;57.65627;18.32072;;;;196;FT;63;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV6;;OTHER;573816.1N;0181837.6E;57.63782;18.31043;;;;250;FT;100;FT;;OTHER;;OTHER;;;ANTENNA;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1319;;OTHER;573912.7N;0182100.8E;57.65353;18.35022;;;;199;FT;50;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV2221;;OTHER;574004.8N;0182026.5E;57.66801;18.3407;;;;184;FT;50;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1901;;OTHER;574003.9N;0182018.2E;57.66774;18.33838;;;;188;FT;52;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1889;;OTHER;574005.3N;0182026.9E;57.66813;18.34082;;;;185;FT;50;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1711;;OTHER;573951.2N;0182006.3E;57.66423;18.33507;;;;191;FT;52;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1713;;OTHER;573950.2N;0182006.6E;57.66394;18.33518;;;;192;FT;54;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1912;;OTHER;573944.2N;0182010.3E;57.66229;18.33619;;;;188;FT;51;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1348;;OTHER;573859.7N;0182113.1E;57.6499;18.35363;;;;201;FT;33;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1658;;OTHER;573937.1N;0182011.3E;57.66032;18.33646;;;;190;FT;51;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1730;;OTHER;573943.1N;0181954.2E;57.66198;18.33172;;;;195;FT;52;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1563;;OTHER;574043.5N;0182159.9E;57.67874;18.36664;;;;214;FT;81;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1117;;OTHER;574044.0N;0182208.1E;57.67888;18.36891;;;;217;FT;84;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1617;;OTHER;573936.5N;0182201.3E;57.66015;18.36702;;;;212;FT;67;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1794;;OTHER;573940.7N;0182213.3E;57.6613;18.37035;;;;209;FT;66;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1836;;OTHER;573943.2N;0182217.8E;57.662;18.37161;;;;218;FT;76;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1621;;OTHER;573935.0N;0182157.5E;57.65972;18.36598;;;;225;FT;79;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1776;;OTHER;574022.0N;0182131.9E;57.67277;18.35886;;;;183;FT;52;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1852;;OTHER;573931.3N;0182121.6E;57.6587;18.35601;;;;198;FT;55;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1850;;OTHER;573928.1N;0182147.8E;57.6578;18.36327;;;;211;FT;57;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1633;;OTHER;573923.6N;0182146.0E;57.65656;18.36277;;;;212;FT;52;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1399;;OTHER;573900.3N;0182122.6E;57.6501;18.35628;;;;207;FT;43;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV2233;;OTHER;574033.9N;0182028.9E;57.67608;18.34137;;;;187;FT;59;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1560;;OTHER;574042.6N;0182156.5E;57.67849;18.36569;;;;213;FT;79;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1652;;OTHER;573845.6N;0182122.6E;57.646;18.35628;;;;250;FT;81;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV2180;;OTHER;574015.2N;0182036.4E;57.67089;18.34344;;;;184;FT;51;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV2124;;OTHER;574031.6N;0182045.5E;57.67544;18.34597;;;;177;FT;49;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV2133;;OTHER;574030.7N;0182041.5E;57.6752;18.34487;;;;177;FT;49;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
IRE-2227;10;M;574917.2N;0183627.1E;57.82144;18.60752;0.3;Seconds;;507;FT;423;FT;5;M;5;M;1;M;ANTENNA;POINT;ROUTINE;20250121;Y;FR;;COMPLETED;;179
VISBY C-3898;10;M;573902.8N;0181830.7E;57.65077;18.30853;0.3;Seconds;;223;FT;82;FT;5;M;5;M;1;M;ANTENNA;POINT;ROUTINE;20250121;Y;FR;;COMPLETED;;179
ESSV1966;;OTHER;573914.0N;0181910.1E;57.6539;18.31947;;;;179;FT;41;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1990;;OTHER;573901.6N;0181910.1E;57.65044;18.31947;;;;179;FT;37;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV204;;OTHER;573902.8N;0181830.7E;57.65076;18.30853;;;;226;FT;84;FT;;OTHER;;OTHER;;;ANTENNA;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV35;;OTHER;573831.6N;0182002.8E;57.64211;18.3341;;;;201;FT;35;FT;;OTHER;;OTHER;;;POLE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV735;;OTHER;573811.2N;0181955.8E;57.63646;18.33215;;;;236;FT;66;FT;;OTHER;;OTHER;;;POLE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV977;;OTHER;573826.6N;0181937.5E;57.64071;18.32708;;;;209;FT;45;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV37;;OTHER;573829.0N;0181946.8E;57.64138;18.32966;;;;207;FT;42;FT;;OTHER;;OTHER;;;POLE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV799;;OTHER;573806.9N;0182222.8E;57.63526;18.373;;;;292;FT;86;FT;;OTHER;;OTHER;;;STACK;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1972;;OTHER;573911.3N;0181906.8E;57.65315;18.31856;;;;172;FT;33;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV863;;OTHER;573913.2N;0181910.7E;57.65368;18.31964;;;;176;FT;36;FT;;OTHER;;OTHER;;;POLE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV2025;;OTHER;573903.8N;0181934.0E;57.65107;18.3261;;;;160;FT;19;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1983;;OTHER;573906.0N;0181906.3E;57.65167;18.31841;;;;179;FT;45;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1418;;OTHER;573856.3N;0182101.6E;57.64897;18.35044;;;;181;FT;12;FT;;OTHER;;OTHER;;;VEGETATION;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1402;;OTHER;573858.1N;0182103.6E;57.64947;18.35101;;;;182;FT;12;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1401;;OTHER;573857.9N;0182103.9E;57.64941;18.35108;;;;184;FT;14;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1395;;OTHER;573857.4N;0182113.1E;57.64927;18.35363;;;;192;FT;24;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1364;;OTHER;573855.0N;0182110.5E;57.6486;18.35292;;;;196;FT;28;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1369;;OTHER;573854.0N;0182111.4E;57.64834;18.35317;;;;193;FT;23;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1385;;OTHER;573853.5N;0182104.6E;57.64819;18.35128;;;;191;FT;19;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1392;;OTHER;573856.2N;0182106.9E;57.64895;18.35191;;;;189;FT;19;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1382;;OTHER;573853.1N;0182102.1E;57.64808;18.35059;;;;188;FT;17;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1212;;OTHER;573852.1N;0182059.9E;57.64781;18.34998;;;;196;FT;24;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1372;;OTHER;573849.4N;0182140.4E;57.64704;18.36122;;;;250;FT;84;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV609;;OTHER;574019.9N;0182105.0E;57.6722;18.35138;;;;139;FT;3;FT;;OTHER;;OTHER;;;SIGN;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1496;;OTHER;574024.8N;0182126.5E;57.67356;18.35737;;;;157;FT;24;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1031;;OTHER;573752.2N;0181959.4E;57.63117;18.33316;;;;241;FT;65;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1493;;OTHER;574024.1N;0182123.3E;57.67337;18.35646;;;;152;FT;18;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1497;;OTHER;574026.3N;0182128.1E;57.67396;18.35781;;;;158;FT;25;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1160;;OTHER;573912.6N;0182057.7E;57.65351;18.34935;;;;203;FT;53;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1203;;OTHER;573842.9N;0182117.9E;57.64524;18.35498;;;;232;FT;62;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1273;;OTHER;573934.7N;0181952.9E;57.65964;18.33135;;;;201;FT;57;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1653;;OTHER;573846.9N;0182058.6E;57.64636;18.34961;;;;225;FT;54;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1017;;OTHER;573828.9N;0182022.4E;57.64137;18.33955;;;;254;FT;74;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV708;;OTHER;573932.3N;0181955.4E;57.65897;18.33205;;;;195;FT;52;FT;;OTHER;;OTHER;;;OTHER;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1738;;OTHER;573935.8N;0181950.6E;57.65996;18.33073;;;;196;FT;50;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1729;;OTHER;573943.9N;0181952.6E;57.66218;18.33129;;;;204;FT;60;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV534;;OTHER;573912.1N;0182135.9E;57.65337;18.35998;;;;232;FT;63;FT;;OTHER;;OTHER;;;ANTENNA;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV529;;OTHER;573939.1N;0182020.7E;57.66086;18.33907;;;;211;FT;71;FT;;OTHER;;OTHER;;;ANTENNA;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1816;;OTHER;573906.5N;0182132.8E;57.6518;18.35912;;;;225;FT;56;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV365;;OTHER;573934.5N;0182017.5E;57.65959;18.33818;;;;203;FT;63;FT;;OTHER;;OTHER;;;POLE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1665;;OTHER;573934.8N;0181951.3E;57.65966;18.33091;;;;198;FT;52;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV4;;OTHER;573813.5N;0181818.4E;57.63707;18.30512;;;;255;FT;107;FT;;OTHER;;OTHER;;;ANTENNA;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV976;;OTHER;573802.0N;0181908.9E;57.63389;18.31913;;;;234;FT;65;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1219;;OTHER;573847.2N;0182057.4E;57.64644;18.34929;;;;227;FT;57;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1230;;OTHER;573846.3N;0182055.3E;57.64619;18.34868;;;;224;FT;54;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV156;;OTHER;573849.2N;0182049.6E;57.64701;18.34712;;;;266;FT;96;FT;;OTHER;;OTHER;;;ANTENNA;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV352;;OTHER;573946.2N;0182014.8E;57.66284;18.33745;;;;229;FT;93;FT;;OTHER;;OTHER;;;ANTENNA;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1317;;OTHER;573911.3N;0182056.7E;57.65315;18.34908;;;;202;FT;51;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1688;;OTHER;574003.5N;0182021.4E;57.66764;18.33928;;;;187;FT;52;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV2201;;OTHER;574013.8N;0182023.4E;57.6705;18.33984;;;;184;FT;53;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV2202;;OTHER;574013.7N;0182023.0E;57.67048;18.33971;;;;185;FT;54;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1898;;OTHER;574003.3N;0182020.9E;57.66759;18.33915;;;;187;FT;52;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1900;;OTHER;574003.4N;0182019.3E;57.66762;18.3387;;;;188;FT;52;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV2210;;OTHER;574011.2N;0182019.0E;57.66977;18.33861;;;;185;FT;54;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV2211;;OTHER;574011.0N;0182018.0E;57.66973;18.33834;;;;186;FT;55;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1709;;OTHER;573951.9N;0182005.9E;57.66442;18.33498;;;;192;FT;54;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1345;;OTHER;573900.3N;0182111.0E;57.65008;18.35305;;;;201;FT;33;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1251;;OTHER;573937.1N;0182009.4E;57.6603;18.33594;;;;191;FT;52;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1222;;OTHER;573851.3N;0182056.7E;57.64758;18.34907;;;;206;FT;33;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1216;;OTHER;573851.1N;0182058.5E;57.64752;18.34959;;;;208;FT;36;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1604;;OTHER;573940.3N;0182212.2E;57.66118;18.37005;;;;202;FT;58;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1793;;OTHER;573942.6N;0182218.6E;57.66182;18.37183;;;;222;FT;76;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1837;;OTHER;573941.6N;0182209.3E;57.66156;18.36926;;;;216;FT;76;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1835;;OTHER;573957.9N;0182225.5E;57.66607;18.37374;;;;200;FT;69;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1127;;OTHER;573934.1N;0182151.3E;57.65946;18.36424;;;;226;FT;79;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1842;;OTHER;573934.4N;0182153.2E;57.65956;18.36478;;;;226;FT;80;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV2121;;OTHER;574031.8N;0182046.6E;57.67551;18.34629;;;;177;FT;50;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1798;;OTHER;573921.8N;0182224.2E;57.65605;18.3734;;;;226;FT;57;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV2150;;OTHER;574032.5N;0182029.0E;57.67569;18.34139;;;;194;FT;64;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1733;;OTHER;573944.5N;0182008.9E;57.66237;18.33579;;;;191;FT;53;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
