OBSTACLE_IDENTIFIER;HORISONTAL_ACCURACY;HORISONTAL_ACCURACY_UOM;LATITUDE;LONGITUDE;LATITUDE_DD;LONGITUDE_DD;HORISONTAL_RESOLUTION;HORISONTAL_RESOLUTION_UOM;HORISONTAL_EXTENT;ELEVATION;ELEVATION_UOM;HEIGHT;HEIGHT_UOM;VERTICAL_ACCURACY;VERTICAL_ACCURACY_UOM;VERTICAL_EXTENT_ACC;VERTICAL_EXTENT_ACC_UOM;VERTICAL_RESOLUTION;VERTICAL_RESOLUTION_UOM;OBSTACLE_TYPE;GEOMETRY_TYPE;INTEGRITY;DATESTAMP;LIGHTING;LIGHTING_CHARACTER;MARKING;STATUS;REMARKS;AD_AIRPORT_PK 
ESSV1562;;OTHER;574021.4N;0182133.7E;57.6726;18.35935;;;;181;FT;50;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1575;;OTHER;574018.8N;0182139.3E;57.67189;18.36091;;;;188;FT;58;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1861;;OTHER;573917.1N;0182127.9E;57.65474;18.35775;;;;209;FT;50;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1802;;OTHER;573908.8N;0182232.3E;57.65245;18.37565;;;;233;FT;63;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV168;;OTHER;573939.9N;0182020.3E;57.66109;18.33897;;;;188;FT;50;FT;;OTHER;;OTHER;;;ANTENNA;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1701;;OTHER;573956.5N;0181959.4E;57.66569;18.33316;;;;197;FT;57;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV2129;;OTHER;574031.3N;0182043.8E;57.67536;18.34549;;;;177;FT;50;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV2139;;OTHER;574033.3N;0182035.7E;57.67591;18.34325;;;;179;FT;51;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
LÄRBRO-41308;10;M;574838.2N;0184543.5E;57.81061;18.76208;0.3;Seconds;;569;FT;489;FT;5;M;5;M;1;M;WINDMILL;POINT;ROUTINE;20250121;Y;FLGR;;COMPLETED;;179
LÄRBRO-41309;10;M;574825.9N;0184602.5E;57.8072;18.76736;0.3;Seconds;;580;FT;489;FT;5;M;5;M;1;M;WINDMILL;POINT;ROUTINE;20250121;Y;FLGR;;COMPLETED;;179
ESSV904;;OTHER;573914.4N;0181912.2E;57.65401;18.32005;;;;176;FT;34;FT;;OTHER;;OTHER;;;POLE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV2029;;OTHER;573900.5N;0181909.2E;57.65013;18.31922;;;;187;FT;40;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV884;;OTHER;573909.9N;0181930.9E;57.65275;18.32524;;;;156;FT;12;FT;;OTHER;;OTHER;;;BUILDING;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1005;;OTHER;573843.8N;0182013.2E;57.64551;18.33701;;;;201;FT;41;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV728;;OTHER;573839.5N;0182000.0E;57.64431;18.33334;;;;198;FT;41;FT;;OTHER;;OTHER;;;POLE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV36;;OTHER;573834.3N;0182003.1E;57.64287;18.33419;;;;198;FT;35;FT;;OTHER;;OTHER;;;POLE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV613;;OTHER;573803.8N;0181954.8E;57.6344;18.33189;;;;280;FT;105;FT;;OTHER;;OTHER;;;STACK;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV71;;OTHER;573828.4N;0181953.1E;57.64121;18.33141;;;;208;FT;42;FT;;OTHER;;OTHER;;;ANTENNA;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV58;;OTHER;573824.9N;0181938.9E;57.64024;18.32746;;;;218;FT;52;FT;;OTHER;;OTHER;;;POLE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV34;;OTHER;573821.8N;0181957.3E;57.63938;18.33258;;;;208;FT;40;FT;;OTHER;;OTHER;;;POLE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1648;;OTHER;573838.3N;0182217.5E;57.64397;18.37154;;;;303;FT;124;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV329;;OTHER;573942.4N;0182026.3E;57.66177;18.34063;;;;195;FT;60;FT;;OTHER;;OTHER;;;POLE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1977;;OTHER;573909.9N;0181923.4E;57.65274;18.32317;;;;180;FT;36;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV2039;;OTHER;573909.3N;0181923.3E;57.65257;18.32313;;;;169;FT;26;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV2036;;OTHER;573903.9N;0181858.0E;57.65109;18.31611;;;;182;FT;42;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV905;;OTHER;573903.7N;0181901.3E;57.65104;18.31704;;;;179;FT;35;FT;;OTHER;;OTHER;;;POLE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1984;;OTHER;573905.3N;0181911.5E;57.65148;18.31986;;;;171;FT;33;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1985;;OTHER;573904.9N;0181911.5E;57.65137;18.31987;;;;173;FT;34;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
VISBY/FOLLINGBO-3896;10;M;573533.6N;0182222.7E;57.59268;18.37297;0.3;Seconds;;1109;FT;853;FT;5;M;5;M;1;M;ANTENNA;POINT;ROUTINE;20041122;Y;FR/FLGW;;COMPLETED;;179
ESSV1400;;OTHER;573858.6N;0182109.3E;57.64962;18.35258;;;;190;FT;19;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1352;;OTHER;573858.4N;0182111.2E;57.64955;18.3531;;;;197;FT;27;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1354;;OTHER;573857.7N;0182108.8E;57.64937;18.35246;;;;195;FT;24;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1359;;OTHER;573856.2N;0182111.5E;57.64894;18.35321;;;;194;FT;24;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1370;;OTHER;573854.3N;0182107.6E;57.64843;18.35211;;;;191;FT;21;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1822;;OTHER;573849.5N;0182140.9E;57.64707;18.36137;;;;243;FT;77;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV739;;OTHER;573855.0N;0182120.1E;57.64861;18.35558;;;;198;FT;32;FT;;OTHER;;OTHER;;;POLE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV22;;OTHER;573853.2N;0182042.0E;57.64811;18.34499;;;;173;FT;10;FT;;OTHER;;OTHER;;;FUEL_SYSTEM;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV610;;OTHER;573835.4N;0182013.4E;57.64316;18.33706;;;;213;FT;49;FT;;OTHER;;OTHER;;;POLE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1166;;OTHER;573911.4N;0182058.0E;57.65317;18.34943;;;;203;FT;52;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1167;;OTHER;573911.3N;0182057.8E;57.65314;18.34939;;;;204;FT;53;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1206;;OTHER;573841.8N;0182115.6E;57.64493;18.35434;;;;226;FT;55;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1199;;OTHER;573844.9N;0182120.1E;57.64581;18.35559;;;;243;FT;74;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV744;;OTHER;573913.7N;0182134.6E;57.6538;18.35962;;;;253;FT;81;FT;;OTHER;;OTHER;;;ANTENNA;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1929;;OTHER;573934.1N;0181948.1E;57.65948;18.33002;;;;199;FT;53;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV358;;OTHER;573936.1N;0182018.7E;57.66004;18.33853;;;;207;FT;68;FT;;OTHER;;OTHER;;;POLE;POINT;ROUTINE;;;;;COMPLETED;;179
VISBY-47317;10;M;573756.0N;0181936.4E;57.63223;18.32679;0.3;Seconds;;242;FT;69;FT;5;M;5;M;1;M;ANTENNA;POINT;ROUTINE;20260108;N;;;COMPLETED;;179
ESSV1343;;OTHER;573904.6N;0182125.6E;57.65127;18.35712;;;;216;FT;50;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1211;;OTHER;573833.1N;0182119.6E;57.64253;18.35545;;;;244;FT;67;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV374;;OTHER;573932.4N;0182016.0E;57.659;18.33778;;;;202;FT;67;FT;;OTHER;;OTHER;;;POLE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV201;;OTHER;573852.8N;0181829.0E;57.648;18.30807;;;;213;FT;72;FT;;OTHER;;OTHER;;;ANTENNA;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1027;;OTHER;573826.8N;0182017.6E;57.64077;18.33822;;;;244;FT;75;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1055;;OTHER;573841.1N;0182036.4E;57.64474;18.34343;;;;215;FT;50;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV939;;OTHER;573811.3N;0181854.7E;57.63648;18.31519;;;;231;FT;76;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV975;;OTHER;573802.0N;0181907.6E;57.6339;18.31879;;;;241;FT;71;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV2055;;OTHER;573921.7N;0181915.4E;57.65601;18.32095;;;;196;FT;57;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV431;;OTHER;573830.7N;0181751.6E;57.64187;18.29767;;;;262;FT;191;FT;;OTHER;;OTHER;;;SPIRE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1687;;OTHER;574004.3N;0182017.8E;57.66785;18.33828;;;;189;FT;53;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1891;;OTHER;574005.1N;0182025.7E;57.66809;18.34046;;;;186;FT;52;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1894;;OTHER;574005.0N;0182024.3E;57.66806;18.34007;;;;186;FT;52;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1899;;OTHER;574003.3N;0182020.7E;57.66757;18.33909;;;;186;FT;51;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV2220;;OTHER;574005.0N;0182027.6E;57.66806;18.341;;;;187;FT;52;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1704;;OTHER;573955.0N;0182007.1E;57.66527;18.33531;;;;188;FT;51;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1340;;OTHER;573900.7N;0182108.5E;57.65018;18.35235;;;;196;FT;28;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1237;;OTHER;573852.1N;0182052.4E;57.6478;18.34789;;;;192;FT;26;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1911;;OTHER;573950.1N;0182006.2E;57.66391;18.33507;;;;191;FT;52;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1725;;OTHER;573949.5N;0182005.2E;57.66375;18.33479;;;;193;FT;54;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1118;;OTHER;574043.3N;0182218.6E;57.67868;18.37184;;;;216;FT;84;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1602;;OTHER;573944.3N;0182218.4E;57.6623;18.37179;;;;211;FT;73;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1619;;OTHER;573935.5N;0182200.2E;57.65987;18.36672;;;;217;FT;70;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1121;;OTHER;573937.9N;0182150.2E;57.66053;18.36394;;;;213;FT;71;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1616;;OTHER;573936.9N;0182203.0E;57.66024;18.36749;;;;215;FT;68;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1792;;OTHER;573943.8N;0182218.3E;57.66217;18.37174;;;;208;FT;68;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV2130;;OTHER;574031.6N;0182042.6E;57.67546;18.34515;;;;179;FT;52;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1797;;OTHER;573922.3N;0182226.3E;57.65621;18.37396;;;;226;FT;57;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1561;;OTHER;574042.8N;0182158.3E;57.67855;18.3662;;;;209;FT;76;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1104;;OTHER;574004.8N;0182128.6E;57.668;18.35795;;;;195;FT;65;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1576;;OTHER;574018.5N;0182139.9E;57.6718;18.36108;;;;191;FT;61;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1582;;OTHER;574005.3N;0182122.0E;57.66815;18.35611;;;;183;FT;52;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1657;;OTHER;573936.5N;0182011.1E;57.66013;18.33643;;;;190;FT;51;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV2103;;OTHER;574044.2N;0182046.7E;57.67894;18.34631;;;;191;FT;62;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
STORUNGS-50386;10;M;574947.7N;0184956.7E;57.82992;18.83241;0.3;Seconds;;615;FT;492;FT;5;M;5;M;1;M;WINDMILL;POINT;ROUTINE;20250121;Y;FLGW;;COMPLETED;;179
ESSV1991;;OTHER;573901.6N;0181913.4E;57.65044;18.3204;;;;173;FT;32;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
FRYSEN-23345;10;M;573808.7N;0181954.1E;57.63576;18.33171;0.3;Seconds;;250;FT;79;FT;5;M;5;M;1;M;ANTENNA;POINT;ROUTINE;20260108;Y;FR;;COMPLETED;;179
VISBY-22125;10;M;573726.6N;0181905.6E;57.62406;18.31823;0.3;Seconds;;313;FT;135;FT;5;M;5;M;1;M;STACK;POINT;ROUTINE;20260108;Y;FR;;COMPLETED;;179
ESSV627;;OTHER;573822.4N;0182005.6E;57.63955;18.33488;;;;235;FT;66;FT;;OTHER;;OTHER;;;POLE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV59;;OTHER;573839.7N;0182000.2E;57.64436;18.33338;;;;198;FT;41;FT;;OTHER;;OTHER;;;POLE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV38;;OTHER;573830.4N;0181946.7E;57.64178;18.32965;;;;204;FT;41;FT;;OTHER;;OTHER;;;POLE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV70;;OTHER;573828.4N;0181953.4E;57.64123;18.33149;;;;204;FT;37;FT;;OTHER;;OTHER;;;BUILDING;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV240;;OTHER;573944.2N;0182055.1E;57.66229;18.34863;;;;142;FT;8;FT;;OTHER;;OTHER;;;BUILDING;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV305;;OTHER;573939.7N;0182052.0E;57.66103;18.34778;;;;143;FT;9;FT;;OTHER;;OTHER;;;ANTENNA;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV2044;;OTHER;573910.4N;0181910.7E;57.6529;18.31965;;;;186;FT;45;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1971;;OTHER;573912.1N;0181907.5E;57.65336;18.31876;;;;175;FT;40;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV2073;;OTHER;573902.4N;0181931.6E;57.65066;18.32544;;;;161;FT;20;FT;;OTHER;;OTHER;;;VEGETATION;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV2041;;OTHER;573908.8N;0181907.4E;57.65244;18.31872;;;;188;FT;44;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1979;;OTHER;573908.9N;0181921.8E;57.65248;18.32272;;;;168;FT;26;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1987;;OTHER;573904.1N;0181911.5E;57.65113;18.31986;;;;175;FT;35;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1398;;OTHER;573858.3N;0182111.5E;57.64953;18.35319;;;;196;FT;27;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1360;;OTHER;573855.8N;0182109.0E;57.64884;18.3525;;;;191;FT;21;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1365;;OTHER;573854.7N;0182110.9E;57.64853;18.35303;;;;197;FT;29;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV902;;OTHER;573855.6N;0182109.3E;57.64878;18.35258;;;;194;FT;24;FT;;OTHER;;OTHER;;;BUILDING;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1411;;OTHER;573858.0N;0182100.8E;57.64944;18.35021;;;;178;FT;10;FT;;OTHER;;OTHER;;;VEGETATION;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1355;;OTHER;573857.7N;0182111.0E;57.64937;18.35305;;;;196;FT;26;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1367;;OTHER;573854.5N;0182108.5E;57.64847;18.35236;;;;189;FT;19;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1430;;OTHER;573853.7N;0182059.3E;57.64825;18.3498;;;;182;FT;12;FT;;OTHER;;OTHER;;;VEGETATION;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV189;;OTHER;573855.9N;0182118.5E;57.64886;18.35513;;;;205;FT;37;FT;;OTHER;;OTHER;;;POLE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1394;;OTHER;573857.9N;0182121.8E;57.64941;18.35606;;;;201;FT;33;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1813;;OTHER;573853.3N;0182210.3E;57.64814;18.36952;;;;254;FT;87;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1824;;OTHER;573846.4N;0182138.3E;57.64621;18.36064;;;;252;FT;86;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV278;;OTHER;574004.0N;0182105.9E;57.66777;18.35164;;;;170;FT;36;FT;;OTHER;;OTHER;;;ANTENNA;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1498;;OTHER;574030.1N;0182131.5E;57.67501;18.35874;;;;159;FT;27;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1030;;OTHER;573825.3N;0182013.1E;57.64037;18.33696;;;;213;FT;45;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
VISBY-27099;10;M;573816.8N;0182007.8E;57.638;18.3355;0.3;Seconds;;249;FT;79;FT;5;M;5;M;1;M;ANTENNA;POINT;ROUTINE;;Y;FR;;COMPLETED;;179
ESSV1151;;OTHER;573915.5N;0182057.2E;57.65431;18.34921;;;;197;FT;50;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1157;;OTHER;573912.9N;0182058.2E;57.6536;18.34949;;;;207;FT;57;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1208;;OTHER;573833.8N;0182122.6E;57.64273;18.35627;;;;244;FT;68;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1201;;OTHER;573845.3N;0182117.3E;57.64592;18.3548;;;;236;FT;66;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1274;;OTHER;573932.3N;0181955.2E;57.65898;18.332;;;;200;FT;56;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1025;;OTHER;573828.5N;0182021.2E;57.64126;18.33921;;;;244;FT;74;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1922;;OTHER;573938.8N;0181954.6E;57.66078;18.33182;;;;198;FT;53;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV2058;;OTHER;573922.5N;0181926.0E;57.65625;18.32389;;;;197;FT;53;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV290;;OTHER;573907.5N;0182139.5E;57.65209;18.36097;;;;228;FT;60;FT;;OTHER;;OTHER;;;POLE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1294;;OTHER;573922.2N;0181926.0E;57.65617;18.32389;;;;196;FT;52;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
STORA HÄSTNÄS-5525;10;M;573913.6N;0182134.8E;57.65378;18.35965;0.3;Seconds;;260;FT;79;FT;5;M;5;M;1;M;ANTENNA;POINT;ROUTINE;19990101;N;;;COMPLETED;;179
ESSV348;;OTHER;573940.3N;0182020.7E;57.6612;18.33907;;;;209;FT;70;FT;;OTHER;;OTHER;;;BUILDING;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV831;;OTHER;573910.2N;0182202.5E;57.65284;18.36737;;;;237;FT;67;FT;;OTHER;;OTHER;;;ANTENNA;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV832;;OTHER;573908.9N;0182144.2E;57.65246;18.36227;;;;227;FT;57;FT;;OTHER;;OTHER;;;ANTENNA;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1806;;OTHER;573903.9N;0182227.6E;57.65107;18.37433;;;;243;FT;72;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1805;;OTHER;573907.1N;0182225.8E;57.65196;18.37383;;;;245;FT;79;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV746;;OTHER;573936.2N;0182018.7E;57.66004;18.33854;;;;207;FT;67;FT;;OTHER;;OTHER;;;POLE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1029;;OTHER;573826.7N;0182015.1E;57.64075;18.33751;;;;220;FT;49;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
